Type,Days for shipment (scheduled),Benefit per order,Sales per customer,Category Id,Category Name,Customer Segment,Department Id,Department Name,Latitude,Longitude,Market,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Product Price,Shipping Mode,shipping_pressure_idx,mode_risk_flag,regional_congestion_idx,order_complexity_score,order_value_per_unit,profit_margin,high_discount_flag,benefit_per_unit,Actual_Late,Late_Probability,Risk_Category
DEBIT,1,58.5,224.99,43,Camping & Hiking,Consumer,7,Fan Shop,18.20452118,-66.37063599,LATAM,75.0,0.25,299.98,0.26,1,299.98,224.99,58.5,Central America,299.98,First Class,0.5,0,0.550160672624026,0.2333333333333333,149.99,0.1943650740913017,1,29.25,1,0.999303,High
DEBIT,1,-15.84,179.96,29,Shop By Sport,Corporate,5,Golf,33.05413055,-96.74402618,Pacific Asia,20.0,0.1,39.99,-0.09,5,199.95,179.96,-15.84,Southeast Asia,39.99,First Class,0.1666666666666666,0,0.5522151898734177,0.45,33.325,-0.0788255785021149,0,-2.64,1,0.999303,High
PAYMENT,1,178.35,363.98,45,Fishing,Home Office,7,Fan Shop,36.20911789,-119.3270798,LATAM,36.0,0.09,399.98,0.49,1,399.98,363.98,178.35,South America,399.98,First Class,0.5,0,0.544642104375685,0.18,199.99,0.4447852760736196,0,89.175,1,0.999302,High
DEBIT,1,16.87,134.98,17,Cleats,Consumer,4,Apparel,18.20900917,-66.37059784,Europe,44.99,0.25,59.99,0.13,3,179.97,134.98,16.87,Eastern Europe,59.99,First Class,0.25,0,0.5477099236641222,0.3666666666666667,44.9925,0.0932198706968005,1,4.2175,1,0.999296,High
DEBIT,1,-14.96,173.99,48,Water Sports,Consumer,7,Fan Shop,33.98547363,-118.3382416,LATAM,26.0,0.13,199.99,-0.09,1,199.99,173.99,-14.96,Central America,199.99,First Class,0.5,0,0.550160672624026,0.1933333333333333,99.995,-0.074431563759391,1,-7.48,1,0.999295,High
PAYMENT,1,-321.53,126.09,18,Men's Footwear,Home Office,4,Apparel,18.29967499,-66.37055969,Europe,3.9,0.03,129.99,-2.55,1,129.99,126.09,-321.53,Southern Europe,129.99,First Class,0.5,0,0.540751521566552,0.16,64.995,-2.4546148560958847,0,-160.765,1,0.999295,High
DEBIT,1,91.34,260.98,43,Camping & Hiking,Corporate,7,Fan Shop,40.09635925,-74.21524048,Africa,39.0,0.13,299.98,0.35,1,299.98,260.98,91.34,Southern Africa,299.98,First Class,0.5,0,0.5382978723404256,0.1933333333333333,149.99,0.3034753139743504,1,45.67,1,0.999292,High
DEBIT,1,-73.69,391.98,45,Fishing,Consumer,7,Fan Shop,18.24923897,-66.37055206,Europe,8.0,0.02,399.98,-0.19,1,399.98,391.98,-73.69,Northern Europe,399.98,First Class,0.5,0,0.5410485933503836,0.1566666666666666,199.99,-0.183774751857948,0,-36.845,1,0.99929,High
DEBIT,1,-10.5,59.99,17,Cleats,Corporate,4,Apparel,18.20307159,-66.37051392,LATAM,0.0,0.0,59.99,-0.18,1,59.99,59.99,-10.5,Central America,59.99,First Class,0.5,0,0.550160672624026,0.15,29.995,-0.1721593703885882,0,-5.25,1,0.999289,High
DEBIT,1,163.99,327.98,45,Fishing,Corporate,7,Fan Shop,18.26175499,-66.37062836,USCA,72.0,0.18,399.98,0.5,1,399.98,327.98,163.99,East of USA,399.98,First Class,0.5,0,0.5549381609607457,0.21,199.99,0.4089730161105292,1,81.995,1,0.999289,High
PAYMENT,1,157.91,335.98,45,Fishing,Consumer,7,Fan Shop,18.27104759,-66.37052918,Europe,64.0,0.16,399.98,0.47,1,399.98,335.98,157.91,Western Europe,399.98,First Class,0.5,0,0.5572617350926394,0.2033333333333333,199.99,0.393810165095516,1,78.955,1,0.999287,High
CASH,1,227.68,505.95,68,Garden,Consumer,6,Outdoors,18.200037,-66.03705597,Pacific Asia,26.63,0.05,532.58,0.45,1,532.58,505.95,227.68,Southeast Asia,532.58,First Class,0.5,0,0.5522151898734177,0.1666666666666666,266.29,0.4267026500243637,0,113.84,1,0.999284,High
DEBIT,1,32.0,160.0,24,Women's Apparel,Corporate,5,Golf,33.05413055,-96.74402618,LATAM,40.0,0.2,50.0,0.2,4,200.0,160.0,32.0,South America,50.0,First Class,0.2,0,0.544642104375685,0.4166666666666667,40.0,0.1592039800995024,1,6.4,1,0.999284,High
PAYMENT,1,8.0,399.98,45,Fishing,Corporate,7,Fan Shop,33.96067429,-118.1845627,LATAM,0.0,0.0,399.98,0.02,1,399.98,399.98,8.0,South America,399.98,First Class,0.5,0,0.544642104375685,0.15,199.99,0.0199511197565963,0,4.0,1,0.999278,High
DEBIT,1,170.99,379.98,45,Fishing,Corporate,7,Fan Shop,37.37277985,-122.0325623,LATAM,20.0,0.05,399.98,0.45,1,399.98,379.98,170.99,Central America,399.98,First Class,0.5,0,0.550160672624026,0.1666666666666666,199.99,0.426430245897551,0,85.495,1,0.999276,High
DEBIT,1,67.16,191.87,70,Men's Clothing,Home Office,4,Apparel,18.245121,-66.03705597,Pacific Asia,18.98,0.09,210.85,0.35,1,210.85,191.87,67.16,South Asia,210.85,First Class,0.5,0,0.5620778385332904,0.18,105.425,0.3170167571394854,0,33.58,1,0.999272,High
DEBIT,1,-43.64,290.95,17,Cleats,Corporate,4,Apparel,18.22241783,-66.37054443,Europe,9.0,0.03,59.99,-0.15,5,299.95,290.95,-43.64,Northern Europe,59.99,First Class,0.1666666666666666,0,0.5410485933503836,0.4266666666666667,49.99166666666667,-0.1450074763249709,0,-7.273333333333333,1,0.99927,High
DEBIT,1,18.2,181.99,48,Water Sports,Consumer,7,Fan Shop,34.42259598,-117.303566,Pacific Asia,18.0,0.09,199.99,0.1,1,199.99,181.99,18.2,South Asia,199.99,First Class,0.5,0,0.5620778385332904,0.18,99.995,0.0905517687447136,0,9.1,1,0.99927,High
DEBIT,1,-44.29,391.98,45,Fishing,Corporate,7,Fan Shop,18.22235298,-66.37049866,Pacific Asia,8.0,0.02,399.98,-0.11,1,399.98,391.98,-44.29,South Asia,399.98,First Class,0.5,0,0.5620778385332904,0.1566666666666666,199.99,-0.1104543867524564,0,-22.145,1,0.999264,High
DEBIT,1,-24.84,180.0,24,Women's Apparel,Consumer,5,Golf,41.7258606,-88.06419373,Africa,20.0,0.1,50.0,-0.14,4,200.0,180.0,-24.84,North Africa,50.0,First Class,0.2,0,0.5453837164004675,0.3833333333333333,40.0,-0.1235820895522388,0,-4.968,1,0.999262,High
DEBIT,1,-66.67,99.96,46,Indoor/Outdoor Games,Home Office,7,Fan Shop,44.60580444,-123.1134262,LATAM,0.0,0.0,49.98,-0.67,2,99.96,99.96,-66.67,South America,49.98,First Class,0.3333333333333333,0,0.544642104375685,0.2166666666666666,33.32,-0.6603605388272584,0,-22.223333333333333,1,0.999261,High
DEBIT,1,220.48,449.96,9,Cardio Equipment,Consumer,3,Footwear,38.93886566,-119.9820023,LATAM,50.0,0.1,99.99,0.49,5,499.95,449.96,220.48,Central America,99.99,First Class,0.1666666666666666,0,0.550160672624026,0.45,83.325,0.4401237648467911,0,36.74666666666666,1,0.999259,High
PAYMENT,1,-484.31,189.92,46,Indoor/Outdoor Games,Consumer,7,Fan Shop,18.26247406,-66.37059784,Europe,10.0,0.05,49.98,-2.55,4,199.92,189.92,-484.31,Southern Europe,49.98,First Class,0.2,0,0.540751521566552,0.3666666666666667,39.984,-2.410461875373283,0,-96.862,1,0.999259,High
DEBIT,1,59.9,124.8,33,Golf Shoes,Consumer,6,Outdoors,18.26033402,-66.37050629,USCA,5.2,0.04,65.0,0.48,2,130.0,124.8,59.9,West of USA ,65.0,First Class,0.3333333333333333,0,0.5421780332453006,0.2299999999999999,43.333333333333336,0.4572519083969465,0,19.966666666666665,1,0.999257,High
DEBIT,1,-35.35,67.98,29,Shop By Sport,Consumer,5,Golf,18.22583389,-66.0473938,USCA,12.0,0.15,39.99,-0.52,2,79.98,67.98,-35.35,East of USA,39.99,First Class,0.3333333333333333,0,0.5549381609607457,0.2666666666666666,26.66,-0.4365275376636206,1,-11.783333333333331,1,0.999255,High
DEBIT,1,71.22,142.44,46,Indoor/Outdoor Games,Consumer,7,Fan Shop,37.26665497,-121.9148026,LATAM,7.5,0.05,49.98,0.5,3,149.94,142.44,71.22,Caribbean,49.98,First Class,0.25,0,0.5320455226115604,0.3,37.485,0.4718431164701205,0,17.805,1,0.999255,High
DEBIT,1,97.5,299.99,45,Fishing,Consumer,7,Fan Shop,18.1501503,-65.82595062,LATAM,100.0,0.25,399.98,0.33,1,399.98,299.99,97.5,South America,399.98,First Class,0.5,0,0.544642104375685,0.2333333333333333,199.99,0.2431542720335178,1,48.75,1,0.999254,High
DEBIT,1,41.4,127.39,18,Men's Footwear,Home Office,4,Apparel,40.58462524,-122.4049454,LATAM,2.6,0.02,129.99,0.33,1,129.99,127.39,41.4,South America,129.99,First Class,0.5,0,0.544642104375685,0.1566666666666666,64.995,0.3160546606611191,0,20.7,1,0.999252,High
DEBIT,1,93.96,347.98,45,Fishing,Consumer,7,Fan Shop,37.29223251,-121.881279,Pacific Asia,52.0,0.13,399.98,0.27,1,399.98,347.98,93.96,West Asia,399.98,First Class,0.5,0,0.5579408086702793,0.1933333333333333,199.99,0.2343259015412239,1,46.98,1,0.999251,High
PAYMENT,1,15.13,58.19,17,Cleats,Home Office,4,Apparel,18.21306038,-66.37062073,USCA,1.8,0.03,59.99,0.26,1,59.99,58.19,15.13,East of USA,59.99,First Class,0.5,0,0.5549381609607457,0.16,29.995,0.2480734546646991,0,7.565,1,0.99925,High
DEBIT,1,113.4,236.25,24,Women's Apparel,Home Office,5,Golf,39.27654266,-76.6155777,LATAM,13.75,0.06,50.0,0.48,5,250.0,236.25,113.4,Central America,50.0,First Class,0.1666666666666666,0,0.550160672624026,0.4366666666666667,41.66666666666666,0.451792828685259,0,18.9,1,0.999248,High
DEBIT,1,125.99,359.96,9,Cardio Equipment,Consumer,3,Footwear,18.278162,-66.37062836,Africa,40.0,0.1,99.99,0.35,4,399.96,359.96,125.99,Central Africa,99.99,First Class,0.2,0,0.57006603081438,0.3833333333333333,79.99199999999999,0.3142208699122107,0,25.198,1,0.999248,High
DEBIT,1,7.37,56.69,17,Cleats,Consumer,4,Apparel,33.98547363,-118.3382416,LATAM,3.3,0.06,59.99,0.13,1,59.99,56.69,7.37,Central America,59.99,First Class,0.5,0,0.550160672624026,0.17,29.995,0.1208394818822757,0,3.685,1,0.999247,High
DEBIT,1,137.99,299.99,45,Fishing,Corporate,7,Fan Shop,30.35012245,-97.69873047,Europe,100.0,0.25,399.98,0.46,1,399.98,299.99,137.99,Northern Europe,399.98,First Class,0.5,0,0.5410485933503836,0.2333333333333333,199.99,0.3441318769015911,1,68.995,1,0.999246,High
DEBIT,1,65.23,200.71,76,Women's Clothing,Consumer,4,Apparel,35.06275177,-79.00574493,Pacific Asia,15.11,0.07,215.82,0.33,1,215.82,200.71,65.23,Eastern Asia,215.82,First Class,0.5,0,0.5416951469583049,0.1733333333333333,107.91,0.300848630200166,0,32.615,1,0.999244,High
DEBIT,1,-50.33,351.98,45,Fishing,Consumer,7,Fan Shop,34.62159348,-98.46929169,Pacific Asia,48.0,0.12,399.98,-0.14,1,399.98,351.98,-50.33,Southeast Asia,399.98,First Class,0.5,0,0.5522151898734177,0.19,199.99,-0.1255174821686867,1,-25.165,1,0.999244,High
DEBIT,1,-10.21,351.98,45,Fishing,Home Office,7,Fan Shop,33.05379868,-96.8314743,Europe,48.0,0.12,399.98,-0.03,1,399.98,351.98,-10.21,Western Europe,399.98,First Class,0.5,0,0.5572617350926394,0.19,199.99,-0.025462616589356,1,-5.105,1,0.999238,High
DEBIT,1,1.2,119.95,35,Golf Gloves,Home Office,6,Outdoors,18.28066635,-66.37055969,USCA,5.0,0.04,24.99,0.01,5,124.95,119.95,1.2,East of USA,24.99,First Class,0.1666666666666666,0,0.5549381609607457,0.43,20.825,0.0095275903136165,0,0.1999999999999999,1,0.999238,High
CASH,1,8.66,99.58,29,Shop By Sport,Consumer,5,Golf,18.20364761,-66.37063599,Pacific Asia,20.39,0.17,39.99,0.09,3,119.97,99.58,8.66,South Asia,39.99,First Class,0.25,0,0.5620778385332904,0.34,29.9925,0.0715879970240555,1,2.165,1,0.999236,High
DEBIT,1,3.11,50.19,36,Golf Balls,Home Office,6,Outdoors,18.22283745,-66.37057495,USCA,3.78,0.07,17.99,0.06,3,53.97,50.19,3.11,East of USA,17.99,First Class,0.25,0,0.5549381609607457,0.3066666666666666,13.4925,0.0565763143532836,0,0.7775,1,0.999236,High
DEBIT,1,105.74,224.99,43,Camping & Hiking,Consumer,7,Fan Shop,18.20683861,-66.37060547,Pacific Asia,75.0,0.25,299.98,0.47,1,299.98,224.99,105.74,Eastern Asia,299.98,First Class,0.5,0,0.5416951469583049,0.2333333333333333,149.99,0.3513190245199016,1,52.87,1,0.999233,High
DEBIT,1,156.03,331.98,45,Fishing,Consumer,7,Fan Shop,18.24758339,-66.02545166,LATAM,68.0,0.17,399.98,0.47,1,399.98,331.98,156.03,Central America,399.98,First Class,0.5,0,0.550160672624026,0.2066666666666666,199.99,0.3891216519527158,1,78.015,1,0.999231,High
PAYMENT,1,6.38,42.5,24,Women's Apparel,Consumer,5,Golf,18.1501503,-65.82595062,Pacific Asia,7.5,0.15,50.0,0.15,1,50.0,42.5,6.38,Southeast Asia,50.0,First Class,0.5,0,0.5522151898734177,0.1999999999999999,25.0,0.1250980392156862,1,3.19,1,0.99923,High
DEBIT,1,29.21,66.38,29,Shop By Sport,Corporate,5,Golf,18.29649925,-66.04867554,USCA,13.6,0.17,39.99,0.44,2,79.98,66.38,29.21,US Center ,39.99,First Class,0.3333333333333333,0,0.5585197934595525,0.2733333333333334,26.66,0.3607063472462336,1,9.736666666666666,1,0.999229,High
DEBIT,1,25.25,53.73,41,Trade-In,Consumer,6,Outdoors,42.34962845,-71.15328217,Europe,10.23,0.16,15.99,0.47,4,63.96,53.73,25.25,Eastern Europe,15.99,First Class,0.2,0,0.5477099236641222,0.4033333333333333,12.792,0.3887007389162561,1,5.05,1,0.999228,High
DEBIT,1,92.1,195.95,29,Shop By Sport,Consumer,5,Golf,36.82411957,-76.12789154,Europe,4.0,0.02,39.99,0.47,5,199.95,195.95,92.1,Southern Europe,39.99,First Class,0.1666666666666666,0,0.540751521566552,0.4233333333333333,33.325,0.4583229659119184,0,15.35,1,0.999227,High
DEBIT,1,-9.0,29.99,29,Shop By Sport,Consumer,5,Golf,18.24688911,-66.37050629,USCA,10.0,0.25,39.99,-0.3,1,39.99,29.99,-9.0,East of USA,39.99,First Class,0.5,0,0.5549381609607457,0.2333333333333333,19.995,-0.219565747743352,1,-4.5,1,0.999227,High
PAYMENT,1,22.63,49.19,17,Cleats,Consumer,4,Apparel,33.66559982,-117.8830566,LATAM,10.8,0.18,59.99,0.46,1,59.99,49.19,22.63,Central America,59.99,First Class,0.5,0,0.550160672624026,0.21,29.995,0.3710444335136907,1,11.315,1,0.999225,High
DEBIT,1,72.0,276.92,69,Health and Beauty,Consumer,12,Health and Beauty ,33.52104187,-82.04935455,Pacific Asia,16.12,0.06,293.04,0.26,1,293.04,276.92,72.0,Southeast Asia,293.04,First Class,0.5,0,0.5522151898734177,0.17,146.52,0.2448646442660862,0,36.0,1,0.999224,High
DEBIT,1,43.15,165.96,29,Shop By Sport,Consumer,5,Golf,40.24193192,-75.26664734,Pacific Asia,33.99,0.17,39.99,0.26,5,199.95,165.96,43.15,South Asia,39.99,First Class,0.1666666666666666,0,0.5620778385332904,0.4733333333333333,33.325,0.2147300323463548,1,7.191666666666666,1,0.999223,High
CASH,1,188.77,393.27,62,Cameras ,Corporate,10,Technology,33.00864029,-96.71763611,Europe,58.77,0.13,452.04,0.48,1,452.04,393.27,188.77,Western Europe,452.04,First Class,0.5,0,0.5572617350926394,0.1933333333333333,226.02,0.4166740243687091,1,94.385,1,0.999216,High
DEBIT,1,189.95,387.64,66,Crafts,Consumer,4,Apparel,39.12739563,-76.539711,Pacific Asia,73.84,0.16,461.48,0.49,1,461.48,387.64,189.95,Eastern Asia,461.48,First Class,0.5,0,0.5416951469583049,0.2033333333333333,230.74,0.4107204635876145,1,94.975,1,0.999214,High
DEBIT,1,-71.96,107.89,18,Men's Footwear,Home Office,4,Apparel,18.1501503,-65.82595062,Pacific Asia,22.1,0.17,129.99,-0.67,1,129.99,107.89,-71.96,Eastern Asia,129.99,First Class,0.5,0,0.5416951469583049,0.2066666666666666,64.995,-0.5493549125887471,1,-35.98,1,0.999213,High
DEBIT,1,1.99,199.25,70,Men's Clothing,Corporate,4,Apparel,18.20292664,-66.0370636,Pacific Asia,11.6,0.06,210.85,0.01,1,210.85,199.25,1.99,Southeast Asia,210.85,First Class,0.5,0,0.5522151898734177,0.17,105.425,0.0093934387538352,0,0.995,1,0.999213,High
DEBIT,1,28.53,98.38,17,Cleats,Home Office,4,Apparel,42.365345,-87.83589935,Africa,21.6,0.18,59.99,0.29,2,119.98,98.38,28.53,North Africa,59.99,First Class,0.3333333333333333,0,0.5453837164004675,0.2766666666666666,39.99333333333333,0.2358241031575467,1,9.51,1,0.999212,High
PAYMENT,1,21.78,59.99,17,Cleats,Consumer,4,Apparel,36.70795059,-121.6539993,USCA,0.0,0.0,59.99,0.36,1,59.99,59.99,21.78,US Center ,59.99,First Class,0.5,0,0.5585197934595525,0.15,29.995,0.3571077225774717,0,10.89,1,0.999209,High
CASH,1,8.66,98.38,29,Shop By Sport,Consumer,5,Golf,18.20364761,-66.37063599,Pacific Asia,21.59,0.18,39.99,0.09,3,119.97,98.38,8.66,South Asia,39.99,First Class,0.25,0,0.5620778385332904,0.3433333333333333,29.9925,0.0715879970240555,1,2.165,1,0.999208,High
DEBIT,1,137.99,299.99,45,Fishing,Home Office,7,Fan Shop,18.28425026,-66.37055206,USCA,100.0,0.25,399.98,0.46,1,399.98,299.99,137.99,East of USA,399.98,First Class,0.5,0,0.5549381609607457,0.2333333333333333,199.99,0.3441318769015911,1,68.995,1,0.999208,High
DEBIT,1,-306.88,197.99,48,Water Sports,Consumer,7,Fan Shop,41.75909424,-87.56176758,LATAM,2.0,0.01,199.99,-1.55,1,199.99,197.99,-306.88,Central America,199.99,First Class,0.5,0,0.550160672624026,0.1533333333333333,99.995,-1.5268421314493257,0,-153.44,1,0.999208,High
DEBIT,1,88.4,339.98,45,Fishing,Corporate,7,Fan Shop,21.4479599,-158.016037,LATAM,60.0,0.15,399.98,0.26,1,399.98,339.98,88.4,Caribbean,399.98,First Class,0.5,0,0.5320455226115604,0.1999999999999999,199.99,0.2204598733103895,1,44.2,1,0.999206,High
DEBIT,1,-734.96,299.99,45,Fishing,Consumer,7,Fan Shop,40.08877564,-75.2024765,Pacific Asia,100.0,0.25,399.98,-2.45,1,399.98,299.99,-734.96,Southeast Asia,399.98,First Class,0.5,0,0.5522151898734177,0.2333333333333333,199.99,-1.8329093720385057,1,-367.48,1,0.999205,High
PAYMENT,1,194.03,395.98,45,Fishing,Corporate,7,Fan Shop,33.96067429,-118.1845627,LATAM,4.0,0.01,399.98,0.49,1,399.98,395.98,194.03,South America,399.98,First Class,0.5,0,0.544642104375685,0.1533333333333333,199.99,0.4838894707965484,0,97.015,1,0.999204,High
PAYMENT,1,41.65,84.99,9,Cardio Equipment,Corporate,3,Footwear,30.67147255,-92.21757507,Europe,15.0,0.15,99.99,0.49,1,99.99,84.99,41.65,Southern Europe,99.99,First Class,0.5,0,0.540751521566552,0.1999999999999999,49.995,0.4124170709971284,1,20.825,1,0.999204,High
DEBIT,1,-105.37,67.98,29,Shop By Sport,Corporate,5,Golf,37.7617569,-122.4713516,Europe,12.0,0.15,39.99,-1.55,2,79.98,67.98,-105.37,Western Europe,39.99,First Class,0.3333333333333333,0,0.5572617350926394,0.2666666666666666,26.66,-1.3011854778957768,1,-35.123333333333335,1,0.999204,High
DEBIT,1,21.93,70.05,72,Pet Supplies,Consumer,11,Pet Shop,43.55168533,-116.3939133,Pacific Asia,14.35,0.17,84.4,0.31,1,84.4,70.05,21.93,Oceania,84.4,First Class,0.5,0,0.537626449543548,0.2066666666666666,42.2,0.256791569086651,1,10.965,1,0.999203,High
PAYMENT,1,25.2,359.98,45,Fishing,Consumer,7,Fan Shop,33.9031601,-117.9898758,Europe,40.0,0.1,399.98,0.07,1,399.98,359.98,25.2,Southern Europe,399.98,First Class,0.5,0,0.540751521566552,0.1833333333333333,199.99,0.0628460272332784,0,12.6,1,0.999202,High
PAYMENT,1,116.15,319.97,9,Cardio Equipment,Consumer,3,Footwear,18.24739647,-66.37052918,LATAM,79.99,0.2,99.99,0.36,4,399.96,319.97,116.15,South America,99.99,First Class,0.2,0,0.544642104375685,0.4166666666666667,79.99199999999999,0.2896797685554669,1,23.23,1,0.999198,High
DEBIT,1,49.72,110.49,18,Men's Footwear,Home Office,4,Apparel,29.73966026,-98.10388947,Pacific Asia,19.5,0.15,129.99,0.45,1,129.99,110.49,49.72,West Asia,129.99,First Class,0.5,0,0.5579408086702793,0.1999999999999999,64.995,0.3795709596152378,1,24.86,1,0.999198,High
DEBIT,1,9.26,81.97,40,Accessories,Consumer,6,Outdoors,18.2475853,-66.0252533,LATAM,17.99,0.18,24.99,0.11,4,99.96,81.97,9.26,Central America,24.99,First Class,0.2,0,0.550160672624026,0.41,19.992,0.0917194928684627,1,1.852,1,0.999198,High
